repo_url,dep_url,user_weight
https://github.com/offchainlabs/prysm,https://github.com/prysmaticlabs/gohashtree,0.0151699962
https://github.com/offchainlabs/prysm,https://github.com/decred/dcrd,0.0149304228
https://github.com/offchainlabs/prysm,https://github.com/dgraph-io/ristretto,0.0138440267
https://github.com/offchainlabs/prysm,https://github.com/ethereum/go-ethereum,0.0109359142
https://github.com/offchainlabs/prysm,https://github.com/golang/snappy,0.0079210454
https://github.com/offchainlabs/prysm,https://github.com/minio/sha256-simd,0.0075272281
https://github.com/offchainlabs/prysm,https://github.com/multiformats/go-multiaddr,0.006236562
https://github.com/offchainlabs/prysm,https://github.com/golang/protobuf,0.0047421498
https://github.com/offchainlabs/prysm,https://github.com/supranational/blst,0.004313843
https://github.com/offchainlabs/prysm,https://github.com/libp2p/go-mplex,0.0037589966
https://github.com/offchainlabs/prysm,https://github.com/grpc-ecosystem/go-grpc-middleware,0.0032179139
https://github.com/offchainlabs/prysm,https://github.com/bazelbuild/rules_go,0.0029566637
https://github.com/offchainlabs/prysm,https://github.com/spf13/afero,0.0021274644
https://github.com/offchainlabs/prysm,https://github.com/holiman/uint256,0.0017899827
https://github.com/offchainlabs/prysm,https://github.com/prysmaticlabs/fastssz,0.0015835048
https://github.com/offchainlabs/prysm,https://github.com/libp2p/go-yamux,0.001336123
https://github.com/offchainlabs/prysm,https://github.com/aristanetworks/goarista,0.0010828425
https://github.com/offchainlabs/prysm,https://github.com/golang-jwt/jwt,0.001050569
https://github.com/offchainlabs/prysm,https://github.com/ipfs/go-log,0.000775523
https://github.com/offchainlabs/prysm,https://github.com/google/uuid,0.0007554578
https://github.com/offchainlabs/prysm,https://github.com/minio/highwayhash,0.0007434429
https://github.com/offchainlabs/prysm,https://github.com/wealdtech/go-eth2-util,0.0007092998
https://github.com/offchainlabs/prysm,https://github.com/kisielk/errcheck,0.0006001985
https://github.com/offchainlabs/prysm,https://github.com/pkg/errors,0.0005446768
https://github.com/offchainlabs/prysm,https://github.com/sirupsen/logrus,0.0005264973
https://github.com/offchainlabs/prysm,https://github.com/klauspost/cpuid,0.0004647545
https://github.com/offchainlabs/prysm,https://github.com/trailofbits/go-mutexasserts,0.0004457047
https://github.com/offchainlabs/prysm,https://github.com/grpc-ecosystem/go-grpc-prometheus,0.0003846792
https://github.com/offchainlabs/prysm,https://github.com/google/go-cmp,0.0003777168
https://github.com/offchainlabs/prysm,https://github.com/prometheus/client_golang,0.0002931208
https://github.com/offchainlabs/prysm,https://github.com/mohae/deepcopy,0.0002868595
https://github.com/offchainlabs/prysm,https://github.com/urfave/cli,0.0002744497
https://github.com/offchainlabs/prysm,https://github.com/patrickmn/go-cache,0.0002592598
https://github.com/offchainlabs/prysm,https://github.com/prometheus/client_model,0.0002317326
https://github.com/offchainlabs/prysm,https://github.com/joonix/log,0.0002210876
https://github.com/offchainlabs/prysm,https://github.com/go-playground/validator,0.000204552
https://github.com/offchainlabs/prysm,https://github.com/tyler-smith/go-bip39,0.000192811
https://github.com/offchainlabs/prysm,https://github.com/wealdtech/go-eth2-wallet-encryptor-keystorev4,0.0001805382
https://github.com/offchainlabs/prysm,https://github.com/gostaticanalysis/comment,0.0001720528
https://github.com/offchainlabs/prysm,https://github.com/paulbellamy/ratecounter,0.0001660816
https://github.com/offchainlabs/prysm,https://github.com/mariusvanderwijden/fuzzyvm,0.0001659124
https://github.com/offchainlabs/prysm,https://github.com/ghodss/yaml,0.0001408511
https://github.com/offchainlabs/prysm,https://github.com/rs/cors,0.000119142
https://github.com/offchainlabs/prysm,https://github.com/pborman/uuid,0.0001042503
https://github.com/offchainlabs/prysm,https://github.com/mariusvanderwijden/tx-fuzz,0.000071316
https://github.com/offchainlabs/prysm,https://github.com/pion/srtp,6.76172160678014E-005
https://github.com/offchainlabs/prysm,https://github.com/pion/transport,6.17668884709448E-005
https://github.com/offchainlabs/prysm,https://github.com/burntsushi/toml,5.13958531856081E-005
https://github.com/offchainlabs/prysm,https://github.com/wealdtech/go-eth2-types,5.06303144504822E-005
https://github.com/offchainlabs/prysm,https://github.com/coreos/go-systemd,5.02273993267318E-005
https://github.com/offchainlabs/prysm,https://github.com/prysmaticlabs/prombbolt,4.42723137977E-005
https://github.com/offchainlabs/prysm,https://github.com/prometheus/prom2json,4.20723972220226E-005
https://github.com/offchainlabs/prysm,https://github.com/prometheus/common,4.09684097829463E-005
https://github.com/offchainlabs/prysm,https://github.com/prysmaticlabs/protoc-gen-go-cast,3.75597478360175E-005
https://github.com/offchainlabs/prysm,https://github.com/uudashr/gocognit,3.51341987910397E-005
https://github.com/offchainlabs/prysm,https://github.com/stretchr/testify,3.29584571227873E-005
https://github.com/offchainlabs/prysm,https://github.com/onsi/ginkgo,3.1838353078761E-005
https://github.com/offchainlabs/prysm,https://github.com/deckarep/golang-set,2.4803455018078E-005
https://github.com/offchainlabs/prysm,https://github.com/golang/gddo,2.25954801399255E-005
https://github.com/nomicfoundation/hardhat,https://github.com/immerjs/immer,0.11
https://github.com/nomicfoundation/hardhat,https://github.com/ethers-io/ethers.js,0.32
https://github.com/nomicfoundation/hardhat,https://github.com/ethereum/solc-js,0.06
https://github.com/nomicfoundation/hardhat,https://github.com/nomicfoundation/edr,0.0517785326
https://github.com/nomicfoundation/hardhat,https://github.com/paulmillr/micro-eth-signer,0.041374725
https://github.com/nomicfoundation/hardhat,https://github.com/mochajs/mocha,0.07
https://github.com/nomicfoundation/hardhat,https://github.com/nodejs/undici,0.0271080733
https://github.com/nomicfoundation/hardhat,https://github.com/gcanti/io-ts,0.025891118
https://github.com/nomicfoundation/hardhat,https://github.com/nomicfoundation/solidity-analyzer,0.03
https://github.com/nomicfoundation/hardhat,https://github.com/wevm/viem,0.11
https://github.com/nomicfoundation/hardhat,https://github.com/npm/node-semver,0.0157576729
https://github.com/nomicfoundation/hardhat,https://github.com/chaijs/chai,0.06
https://github.com/nomicfoundation/hardhat,https://github.com/istanbuljs/nyc,0.0090853358
https://github.com/nomicfoundation/hardhat,https://github.com/jprichardson/node-fs-extra,0.00838449
https://github.com/nomicfoundation/hardhat,https://github.com/ensdomains/ens-contracts,0.013
https://github.com/nomicfoundation/hardhat,https://github.com/eslint/eslint,0.002
https://github.com/nomicfoundation/hardhat,https://github.com/istanbuljs/istanbuljs,0.0064691614
https://github.com/nomicfoundation/hardhat,https://github.com/changesets/changesets,0.0040969868
https://github.com/nomicfoundation/hardhat,https://github.com/ethereum-ts/typechain,0.0040962725
https://github.com/nomicfoundation/hardhat,https://github.com/benmosher/eslint-plugin-import,0.0035584596
https://github.com/nomicfoundation/hardhat,https://github.com/sinonjs/sinon,0.0031636796
https://github.com/nomicfoundation/hardhat,https://github.com/json5/json5,0.002728537
https://github.com/nomicfoundation/hardhat,https://github.com/typescript-eslint/typescript-eslint,0.0026724161
https://github.com/nomicfoundation/hardhat,https://github.com/ledgerhq/ledgerjs,0.0024451306
https://github.com/nomicfoundation/hardhat,https://github.com/sc-forks/solidity-coverage,0.0023450867
https://github.com/nomicfoundation/hardhat,https://github.com/typestrong/ts-node,0.0022834603
https://github.com/nomicfoundation/hardhat,https://github.com/sindresorhus/env-paths,0.001848021
https://github.com/nomicfoundation/hardhat,https://github.com/facebook/react,0.0018447353
https://github.com/nomicfoundation/hardhat,https://github.com/domenic/sinon-chai,0.0011241313
https://github.com/nomicfoundation/hardhat,https://github.com/import-js/eslint-import-resolver-typescript,0.0010649115
https://github.com/nomicfoundation/hardhat,https://github.com/chaijs/deep-eql,0.0010130544
https://github.com/nomicfoundation/hardhat,https://github.com/prettier/eslint-plugin-prettier,0.0005031096
https://github.com/nomicfoundation/hardhat,https://github.com/chaijs/chai-as-promised,0.0004974063
https://github.com/nomicfoundation/hardhat,https://github.com/prettier/prettier,0.0004454723
https://github.com/nomicfoundation/hardhat,https://github.com/lo1tuma/eslint-plugin-mocha,0.0004373734
https://github.com/nomicfoundation/hardhat,https://github.com/paulmillr/chokidar,0.0003253954
https://github.com/nomicfoundation/hardhat,https://github.com/sindresorhus/p-map,0.0002987141
https://github.com/nomicfoundation/hardhat,https://github.com/isaacs/rimraf,0.0002964284
https://github.com/nomicfoundation/hardhat,https://github.com/prettier-solidity/prettier-plugin-solidity,0.0002321647
https://github.com/nomicfoundation/hardhat,https://github.com/mermaid-js/mermaid,0.0002143076
https://github.com/nomicfoundation/hardhat,https://github.com/faleij/json-stream-stringify,0.0001642417
https://github.com/nomicfoundation/hardhat,https://github.com/prettier/eslint-config-prettier,0.0001453406
https://github.com/nomicfoundation/hardhat,https://github.com/alexeyraspopov/picocolors,0.000138956
https://github.com/nomicfoundation/hardhat,https://github.com/chalk/chalk,0.0001165933
https://github.com/nomicfoundation/hardhat,https://github.com/levibuzolic/no-only-tests,0.0001132307
https://github.com/nomicfoundation/hardhat,https://github.com/getsentry/sentry-javascript,9.84944525792928E-005
https://github.com/nomicfoundation/hardhat,https://github.com/cgewecke/hardhat-gas-reporter,8.63296239498967E-005
https://github.com/nomicfoundation/hardhat,https://github.com/bumbu/svg-pan-zoom,0.000085945
https://github.com/nomicfoundation/hardhat,https://github.com/nomicfoundation/hardhat,8.33406145667027E-005
https://github.com/nomicfoundation/hardhat,https://github.com/terkelg/prompts,8.03845721987646E-005
https://github.com/nomicfoundation/hardhat,https://github.com/cthackers/adm-zip,7.28571037153533E-005
https://github.com/nomicfoundation/hardhat,https://github.com/vitejs/vite-plugin-react,5.95604075621741E-005
https://github.com/nomicfoundation/hardhat,https://github.com/richardtallent/vite-plugin-singlefile,5.65933761891507E-005
https://github.com/nomicfoundation/hardhat,https://github.com/ndjson/ndjson.js,5.17032689262047E-005
https://github.com/nomicfoundation/hardhat,https://github.com/ethereumjs/ethereumjs-monorepo,4.94395338786387E-005
https://github.com/nomicfoundation/hardhat,https://github.com/shelljs/shelljs,2.47692174622031E-005
https://github.com/nomicfoundation/hardhat,https://github.com/reacttooltip/react-tooltip,2.02966923924974E-005
https://github.com/nomicfoundation/hardhat,https://github.com/lodash/lodash,2.02857033874121E-005
https://github.com/nomicfoundation/hardhat,https://github.com/sindresorhus/ora,2.01758133365594E-005
https://github.com/nomicfoundation/hardhat,https://github.com/pnpm/tabtab,1.68791118109778E-005
https://github.com/nomicfoundation/hardhat,https://github.com/protofire/solhint,1.50549369668226E-005
https://github.com/nomicfoundation/hardhat,https://github.com/sindresorhus/boxen,0.000015
https://github.com/nomicfoundation/hardhat,https://github.com/sindresorhus/get-port,1.47252668142645E-005
https://github.com/nomicfoundation/hardhat,https://github.com/immutable-js/immutable-js,0.000013033
https://github.com/nomicfoundation/hardhat,https://github.com/merklejerk/solpp,1.20988945988845E-005
https://github.com/nomicfoundation/hardhat,https://github.com/dcousens/ordinal,1.16153783751325E-005
https://github.com/nomicfoundation/hardhat,https://github.com/eslint-community/eslint-plugin-n,1.02747197547293E-005
https://github.com/nomicfoundation/hardhat,https://github.com/eslint-community/eslint-plugin-eslint-plugin,9.31867631231065E-006
https://github.com/nomicfoundation/hardhat,https://github.com/definitelytyped/definitelytyped,9.09889621060521E-006
